catch_terms,recode_column,country_name,country_domain,iso2,iso3,checked,notes
timor leste|dili|maliana|ainaro|baucau|manatuto|gleno|viqueque|liquiçá|liquica|same|aileu|pante macassar|suai|lospalos,timor leste|dili|maliana|ainaro|baucau|manatuto|gleno|viqueque|liquiçá|liquica|same|aileu|pante macassar|suai|lospalos,timor-leste,.tl,TL,TLS,,
togo|lomé|lome|sokodé|sokode|kpalimé|kpalime|atakpamé|atakpame|dapaong|kara|sansanné-mango|sansanne-mango|bassar|sotouboua,togo|lomé|lome|sokodé|sokode|kpalimé|kpalime|atakpamé|atakpame|dapaong|kara|sansanné-mango|sansanne-mango|bassar|sotouboua,togo,.tg,TG,TGO,,
tokelau|atagu|nukunonu,tokelau|atagu|nukunonu,tokelau,.tk,TK,TKL,,
tonga|tokelau|nuku‘alofa|nuku`alofa|neiafu,tonga|tokelau|nuku‘alofa|nuku`alofa|neiafu,tonga,.to,TO,TON,,
trinidad and tobago|trinidad|tobago|port of spain|chaguanas|couva|tunapuna|siparia|arima|scarborough|diego martin|point fortin|aranguez|debe|princes town|sangre grande|rio claro|laventille|saint joseph|san juan,trinidad and tobago|trinidad|tobago|port of spain|chaguanas|couva|tunapuna|siparia|arima|scarborough|diego martin|point fortin|aranguez|debe|princes town|sangre grande|rio claro|laventille|saint joseph|san juan,trinidad and tobago,.tt,TT,TTO,,
tunisia|tunis|sfax|sousse|kairouan|métouia|metouia|kebili|bizerte|sidi bouzid|gabès|gabes|ariana|jendouba|gafsa|msaken|medenine|kasserine|béja|beja|monastir|la marsa|tataouine|ben arous|le bardo|le kram|mahdia|nabeul|el kef|manouba|radès|rades|hammam-lif|hammam sousse|ez zahra|tozeur|mégrine|megrine|zaouiet sousse|siliana|zaghouan|seïada|seiada|khunays|sidi bou saïd|sidi bou said|hammamet|sakiet ez zit|zarzis|ben gardane|fouchana|houmt souk|el hamma|djemmal|korba|menzel temime|ghardimaou|menzel bourguiba|kélibia|kelibia|rass el djebel|tebourba|el jem|douz|sbiba|sejenane|dar chabanne|aïne draham|aine draham|akouda|bou salem|skhira|mateur|rhennouch|dahmani|el alia|chebba|feriana|el maknassi|ouardenine|nefta|sbeitla|rhar el melah|bekalta|tabarka|ghomrassen|thala|maktar|wadhraf|agareb|harqalah|el metline|degache|jemna|thelepte|zarat|dehiba,tunisia|tunis(?![a-z])|sfax|sousse|kairouan|métouia|metouia|kebili|bizerte|sidi bouzid|gabès|gabes|ariana|jendouba|gafsa|msaken|medenine|kasserine|béja|beja|monastir|la marsa|tataouine|ben arous|le bardo|le kram|mahdia|nabeul|el kef|manouba|radès|rades|hammam-lif|hammam sousse|ez zahra|tozeur|mégrine|megrine|zaouiet sousse|siliana|zaghouan|seïada|seiada|khunays|sidi bou saïd|sidi bou said|hammamet|sakiet ez zit|zarzis|ben gardane|fouchana|houmt souk|el hamma|djemmal|korba|menzel temime|ghardimaou|menzel bourguiba|kélibia|kelibia|rass el djebel|tebourba|el jem|douz|sbiba|sejenane|dar chabanne|aïne draham|aine draham|akouda|bou salem|skhira|mateur|rhennouch|dahmani|el alia|chebba|feriana|el maknassi|ouardenine|nefta|sbeitla|rhar el melah|bekalta|tabarka|ghomrassen|thala|maktar|wadhraf|agareb|harqalah|el metline|degache|jemna|thelepte|zarat|dehiba,tunisia,.tn,TN,TUN,,
turkey|trkiye|türkiye|estambul|istanbul|ankara|izmir|bursa|antalya|konya|adana|gaziantep|şanlıurfa|sanliurfa|mersin|diyarbakır|diyarbakir|kayseri|samsun|tekirdağ|tekirdag|denizli|eskişehir|eskisehir|trabzon|erzurum|malatya|batman|kahramanmaraş|kahramanmaras|elazığ|elazig|hatay|sivas|kocaeli|van|tarsus|balıkesir|balikesir|alanya|adıyaman|adiyaman|afyonkarahisar|iskenderun|aksaray|çorum|corum|inegöl|inegol|kütahya|kutahya|osmaniye|çorlu|corlu|sakarya|isparta|kızıltepe|kiziltepe|uşak|usak|manisa|düzce|duzce|niğde|nigde|bolu|tokat|kırıkkale|kirikkale|viranşehir|viransehir|karaman|muş|mus|aydın|aydin|çanakkale|canakkale|edirne|torbalı|torbali|ereğli|eregli|menemen|siirt|körfez|korfez|turgutlu|gölcük|golcuk|salihli|bingöl|bingol|talas|fethiye|erzincan|zonguldak|nazilli|ordu|bartın|bartin|bandırma|bandirma|kırşehir|kirsehir|ağrı|agri|amasya|kastamonu|lüleburgaz|luleburgaz|yalova|nevşehir|nevsehir|cizre|nizip|rize|iğdır|igdir|giresun|ödemiş|odemis|karabük|karabuk|kozan|çayırova|cayirova|ünye|unye|polatlı|polatli|kadirli|patnos|samandağ|samandag|doğubayazıt|dogubayazit|karatepe|kapaklı|kapakli|kilis|kuşadası|kusadasi|akçakale|akcakale|burdur|kars|soma|kemalpaşa|kemalpasa|nusaybin|yozgat|bergama|kırklareli|kirklareli|çankırı|cankiri|şırnak|sirnak|mardin|bilecik|hakkari|bitlis|bayburt|sinop|gümüşhane|gumushane|muğla|mugla|ardahan|tunceli|artvin|reyhanlı|reyhanli|bafra|aliağa|aliaga|marmaris|menderes|ceylanpınar|ceylanpinar|tire|söke|soke|çınar|cinar|tatvan|islahiye|urla|bucak|çaldıran|caldiran|mut|derik|uzunköprü|uzunkopru|bor|kaş|kas|hassa|kulu|kozlu|beypazarı|beypazari|finike|haymana|yatağan|yatagan|seferhisar|dikili|of|çeşme|cesme|kemer|yakacık|yakacik|erzin|bayındır|bayindir|emirdağ|emirdag|selçuk|selcuk|gürpınar|gurpinar|kilimli|yayladağı|yayladagi|ayvacık|ayvacik|sarıkaya|sarikaya|kınık|kinik|nallıhan|nallihan|havran|ipsala|pınarbaşı|pinarbasi|maçka|macka|lice|marmara ereğlisi|marmara ereglisi|hasköy|haskoy|ayancık|ayancik|gökçebey|gokcebey|yenice|arhavi|toprakkale|fındıklı|findikli|bayat|divriği|divrigi|sultandağı|sultandagi|çiçekdağı|cicekdagi|pazar|eynesil|ulubey|beydağ|beydag|erfelek|ardanuç|ardanuc|çüngüş|cungus|aydıncık|aydincik|akyaka|sultanhanı|sultanhani|karkamış|karkamis|eceabat|ovacık|ovacik|yeniceoba|çıralı|cirali,turkey|trkiye|türkiye|estambul|istanbul|ankara|izmir|bursa|antalya|konya|adana|gaziantep|şanlıurfa|sanliurfa|mersin|diyarbakır|diyarbakir|kayseri|samsun|tekirdağ|tekirdag|denizli|eskişehir|eskisehir|trabzon|erzurum|malatya|batman|kahramanmaraş|kahramanmaras|elazığ|elazig|hatay|sivas|kocaeli|van|tarsus|balıkesir|balikesir|alanya|adıyaman|adiyaman|afyonkarahisar|iskenderun|aksaray|çorum|corum|inegöl|inegol|kütahya|kutahya|osmaniye|çorlu|corlu|sakarya|isparta|kızıltepe|kiziltepe|uşak|usak|manisa|düzce|duzce|niğde|nigde|bolu|tokat|kırıkkale|kirikkale|viranşehir|viransehir|karaman|muş|mus|aydın|aydin|çanakkale|canakkale|edirne|torbalı|torbali|ereğli|eregli|menemen|siirt|körfez|korfez|turgutlu|gölcük|golcuk|salihli|bingöl|bingol|talas|fethiye|erzincan|zonguldak|nazilli|ordu|bartın|bartin|bandırma|bandirma|kırşehir|kirsehir|ağrı|agri|amasya|kastamonu|lüleburgaz|luleburgaz|yalova|nevşehir|nevsehir|cizre|nizip|rize|iğdır|igdir|giresun|ödemiş|odemis|karabük|karabuk|kozan|çayırova|cayirova|ünye|unye|polatlı|polatli|kadirli|patnos|samandağ|samandag|doğubayazıt|dogubayazit|karatepe|kapaklı|kapakli|kilis|kuşadası|kusadasi|akçakale|akcakale|burdur|kars|soma|kemalpaşa|kemalpasa|nusaybin|yozgat|bergama|kırklareli|kirklareli|çankırı|cankiri|şırnak|sirnak|mardin|bilecik|hakkari|bitlis|bayburt|sinop|gümüşhane|gumushane|muğla|mugla|ardahan|tunceli|artvin|reyhanlı|reyhanli|bafra|aliağa|aliaga|marmaris|menderes|ceylanpınar|ceylanpinar|tire|söke|soke|çınar|cinar|tatvan|islahiye|urla|bucak|çaldıran|caldiran|mut|derik|uzunköprü|uzunkopru|bor|kaş|kas|hassa|kulu|kozlu|beypazarı|beypazari|finike|haymana|yatağan|yatagan|seferhisar|dikili|of|çeşme|cesme|kemer|yakacık|yakacik|erzin|bayındır|bayindir|emirdağ|emirdag|selçuk|selcuk|gürpınar|gurpinar|kilimli|yayladağı|yayladagi|ayvacık|ayvacik|sarıkaya|sarikaya|kınık|kinik|nallıhan|nallihan|havran|ipsala|pınarbaşı|pinarbasi|maçka|macka|lice|marmara ereğlisi|marmara ereglisi|hasköy|haskoy|ayancık|ayancik|gökçebey|gokcebey|yenice|arhavi|toprakkale|fındıklı|findikli|bayat|divriği|divrigi|sultandağı|sultandagi|çiçekdağı|cicekdagi|pazar|eynesil|ulubey|beydağ|beydag|erfelek|ardanuç|ardanuc|çüngüş|cungus|aydıncık|aydincik|akyaka|sultanhanı|sultanhani|karkamış|karkamis|eceabat|ovacık|ovacik|yeniceoba|çıralı|cirali,turkey,.tr,TR,TUR,,
turkmenistan|ashgabat|türkmenabat|turkmenabat|daşoguz|dasoguz|balkanabat|änew|anew|serdar|türkmenbaşy|turkmenbasy|tejen|abadan|kaka|atamyrat|köneürgench|koneurgench|hazar|gazojak|seydi|serhetabat|tagta|sarahs|magtymguly|darganata|garabogaz|halaç|halac|çeleken|celeken,turkmenistan|ashgabat|türkmenabat|turkmenabat|daşoguz|dasoguz|balkanabat|änew|anew|serdar|türkmenbaşy|turkmenbasy|tejen|abadan|kaka|atamyrat|köneürgench|koneurgench|hazar|gazojak|seydi|serhetabat|tagta|sarahs|magtymguly|darganata|garabogaz|halaç|halac|çeleken|celeken,turkmenistan,.tm,TM,TKM,,
turks and caicos islands|turks|caicos|grand turk,turks and caicos islands|turks|caicos|grand turk,turks and caicos islands,.tc,TC,TCA,,
tuvalu|funafuti,tuvalu|funafuti,tuvalu,.tv,TV,TUV,,
uganda|kampala|nansana|kira|ssabagabo|mbarara|mukono|njeru|gulu|lugazi|mubende|masaka|mbale|arua|tororo|gulu|lira|mbarara|jinja|kasese|masaka|kitgum|busia|iganga|kabale|fort portal|mityana|adjumani|masindi|pallisa|nebbi|moyo|kayunga|mubende|pakwach|kamuli|ntungamo|kiboga|sironko|kisoro|kumi|mpigi|katakwi|soroti|koboko|nakasongola|kalangala|bugiri|kaberamaido|moroto|kaabong|kapchorwa|bundibugyo|hoima|mukono|yumbe|kasaali|bududa|wakiso|lyantonde|mayuge|bulambuli|maracha|luwero|namayingo|luuka town|kibuku|bupoto|apac|rubirizi|busesa|buikwe|kagadi|bushenyi|kaliro|butebo|namutumba|manafwa|ibanda|rukungiri|gombe|kyenjojo|mitoma|kalungu|bukomansimbi|rubanda|butaleja|serere|amuria|nsiika|kibiito|kibingo|bukedea|ntara|binyin|mparo|kinoni|kole|zombo|rakai|lwengo|bukwo|kasanda|dokolo|kamwenge|ngora|alebtong|kanungu|kanoni|oyam|sembabule|kakumiro|buyende|kalaki|isingiro|kyegegwa|butalangu|amolatar|lamwo|palenga|kotido|pader|agago|bulisa|amudat|nabilatuk|napak|kiryandongo|kiruhura|abim|ntoroko|otuke|amuru|nakapiripirit|kyankwanzi|nwoya|kitamilo|bombo|entebbe|kibale|katwe|masindi port,uganda|kampala|nansana|kira|ssabagabo|mbarara|mukono|njeru|gulu|lugazi|mubende|masaka|mbale|arua|tororo|gulu|lira|mbarara|jinja|kasese|masaka|kitgum|busia|iganga|kabale|fort portal|mityana|adjumani|masindi|pallisa|nebbi|moyo|kayunga|mubende|pakwach|kamuli|ntungamo|kiboga|sironko|kisoro|kumi|mpigi|katakwi|soroti|koboko|nakasongola|kalangala|bugiri|kaberamaido|moroto|kaabong|kapchorwa|bundibugyo|hoima|mukono|yumbe|kasaali|bududa|wakiso|lyantonde|mayuge|bulambuli|maracha|luwero|namayingo|luuka town|kibuku|bupoto|apac|rubirizi|busesa|buikwe|kagadi|bushenyi|kaliro|butebo|namutumba|manafwa|ibanda|rukungiri|gombe|kyenjojo|mitoma|kalungu|bukomansimbi|rubanda|butaleja|serere|amuria|nsiika|kibiito|kibingo|bukedea|ntara|binyin|mparo|kinoni|kole|zombo|rakai|lwengo|bukwo|kasanda|dokolo|kamwenge|ngora|alebtong|kanungu|kanoni|oyam|sembabule|kakumiro|buyende|kalaki|isingiro|kyegegwa|butalangu|amolatar|lamwo|palenga|kotido|pader|agago|bulisa|amudat|nabilatuk|napak|kiryandongo|kiruhura|abim|ntoroko|otuke|amuru|nakapiripirit|kyankwanzi|nwoya|kitamilo|bombo|entebbe|kibale|katwe|masindi port,uganda,.ug,UG,UGA,,
ukraine|ukrane|kiev|kyiv|kharkiv|odesa|dnipro|dnepr|donetsk|zaporizhzhia|lviv|kryvyi rih|mykolaiv|mariupol|sevastopol|luhansk|vinnytsia|makiivka|simferopol|poltava|chernihiv|kherson|cherkasy|khmelnytskyi|zhytomyr|chernivtsi|sumy|horlivka|rivne|ivano-frankivsk|kamianske|kremenchuk|kropyvnytskyi|ternopil|lutsk|bila tserkva|kramatorsk|melitopol|sievierodonetsk|drohobych|khrustalnyi|uzhhorod|berdiansk|sloviansk|nikopol|pavlohrad|yevpatoriia|alchevsk|brovary|konotop|kamianets-podilskyi|mukacheve|uman|khartsyzk|stryi|chornomorsk|novohrad-volynskyi|myrnohrad|rovenky|myrhorod|bucha|chuhuiv|sukhodilsk|kotsyubyns’ke|kotsyubyns'ke|hostomel|vynnyky|hirnyk|karnaukhivka|lysychansk|dovzhansk|yalta|yenakiieve|bakhmut|shostka|stakhanov|berdychiv|nizhyn|kostiantynivka|izmail|novomoskovsk|kovel|smila|nova kakhovka|kalush|korosten|pokrovsk|kolomyia|boryspil|rubizhne|druzhkivka|bilhorod-dnistrovskyi|irpin|antratsyt|lozova|enerhodar|pryluky|horishni plavni|novovolynsk|shakhtarsk|okhtyrka|brianka|snizhne|marhanets|fastiv|lubny|svitlovodsk|zhovti vody|krasnodon|shepetivka|podilsk|vyshneve|romny|pokrov|volodymyr-volynskyi|vasylkiv|dubno|pervomaisk|dzhankoi|boryslav|holubivske|yasynuvata|netishyn|sambir|zhmerynka|avdiivka|kakhovka|toretsk|boyarka|voznesensk|hlukhiv|obukhiv|yuzhne|mohyliv-podilskyi|kostopil|tokmak|novoyavorovskoye|synelnykove|pervomaiskyi|alushta|khmilnyk|truskavets|chortkiv|balakliia|novyi rozdil|khust|pershotravensk|khrestivka|ternivka|vyshhorod|zolotonosha|bakhchysarai|pereyaslav-khmel’nyts’kyy|pereyaslav-khmel'nyts'kyy|sofiyivs’ka borshchahivka|sofiyivs'ka borshchahivka|perevalsk|malyn|yany kapu|saky|haisyn|vynohradiv|korostyshiv|slavutych|kaniv|selydove|zolochiv|berehove|brody|koziatyn|vilnohirsk|molodohvardiisk|znamianka|ladyzhyn|nadvirna|lyman|bilohorodka|sokal|liubotyn|kremenets|dolyna|henichesk|yahotyn|pidhorodne|balta|dolynska|kalynivka|polohy|piatykhatky|starobilsk|vovchansk|skadovsk|dniprorudne|korsun-shevchenkivskyi|amvrosiivka|svatove|bolhrad|svalyava|zvenyhorodka|vatutine|iziaslav|sudak|berezan|horodok|bilohirsk|verkhivtseve|bar|ukrainka|skvyra|yuvileine|ovruch|putyvl|ostroh|rakhiv|bohodukhiv|bilopillya|burshtyn|tulchyn|vil’nyans’k|vil'nyans'k|nyzhnia krynka|zmiiv|ochakiv|hulyaypole|radomyshl|stanytsia luhanska|orikhiv|hola prystan|zolote|lebedyn|kivertsi|zhovkva|zhashkiv|horodyshche|apostolove|talne|kaharlyk|zelenodolsk|nosivka|borodyanka|slobozhanske|vasylivka|velykodolynske|yavoriv|izium|tetiiv|rozhyshche|novhorod-siverskyi|bershad|perehinske|kamianka-dniprovska|shchastia|vakhrusheve|buchach|koriukivka|kamin-kashyrskyi|hnivan|beryslav|uzyn|bilovodsk|mykhailivka|ukrainsk|horodnia|ovidiopol|baranivka|vasylkivka|nemyriv|prymorsk|mena|mala vyska|kalmiuske|lokhvytsya|myronivka|yakymivka|snovsk|illintsi|sosnivka|zhydachiv|rokytne|hurzuf|novgorodskoye|bobrovytsia|bobrynets|manevychi|hrebinka|baryshivka|khrystynivka|ichnia|inkerman|bolekhiv|lyuboml’|lyuboml'|olevsk|ivankiv|krasnoilsk|verkhnodniprovsk|letychiv|korolevo|bilenke|oster|radyvyliv|tarashcha|borzna|shyroke|sniatyn|teplodar|sofiivka|dubove|ratne|pereshchepyne|pokrovske|zinkiv|kobeliaky|berezivka|makariv|vesele|khodoriv|bilozerka|mizhhiria|velyka dymerka|bezliudivka|pohrebyshche|nyzhnohirskyi|dubrovytsya|tysmenytsia|irshava|khotyn|masandra|velykyi bychkiv|horodenka|valky|kalanchak|obukhivka|stryzhavka|horokhiv|velyki luchky|tiachiv|kozova|uspenka|pomichna|chop|chyhyryn|monastyryshche|tlumach|ilarionove|kryzhopil|rava-rus’ka|rava-rus'ka|solotvyno|busk|barvynkove|bushtyno|andrushivka|yasinia|kosiv|yasnohirka|lypovets|deliatyn|lanivtsi|vyshkovo|mala danylivka|bohorodchany|zavodske|novi sanzhary|lysianka|kvasyliv|krasnopillya|tarutyne|manhush|yaremche|ananiv|kushuhum|semenivka|pidvolochysk|lanchyn|kozelets|artemivsk|vorzel|pivdenne|rohatyn|nemishayeve|kryve ozero|khoroshiv|trostianets|novoselytsia|dykanka|teresva|vapniarka|solone|velykyy bereznyy|romaniv|krasnokutsk|tsarychanka|rzhyshchiv|mezhova|borova|rudno|lymanske|shyriaieve|poninka|isliam-terek|kupiansk|sharhorod|petropavlivka|molochansk|piskivka|vorozhba|sosnytsia|pryvillya|tomakivka|shevchenkove|vilshany|chynadiyovo|dobroslav|bilmak|hornostaivka|oleksandrivsk|irshansk|perechyn|lityn|staryi sambir|svesa|yemilchyne|sudova vyshnya|ivanychi|pryazovske|tsuman|slatyne|bilokurakyne|dobrotvir|drabiv|halych|chervonohryhorivka|stavyshche|petropavlivs’ka borshchahivka|petropavlivs'ka borshchahivka|vinkivtsi|turbiv|velyki mosty|mahdalynivka|teplyk|blahovishchenske|hvardiys’ke|hvardiys'ke|balabyne|partenit|kehychivka|volodarka|morshyn|koreiz|murovani kurylivtsi|ozerne|bryukhovychi|verkhovyna|chernihivka|veselynove|hrebinky|dobrovelychkivka|lyubeshiv|turiys’k|turiys'k|dniprovske|oleksandriiske|dymer|chudniv|savyntsi|broshniv-osada|tomashpil|korop|nova borova|hubynykha|otyniia|nedryhayliv|stara syniava|pulyny|pechenizhyn|hoshcha|horodnytsia|pishchanka|shatsk|bratske|opishnya|komyshuvakha|pechenihy|novohuivynske|bratslav|stara vyzhivka|novomykolayivka|chemerivtsi|volovets|klavdiyevo-tarasove|kolochava|z·hurivka|z hurivka|bohdanivka|chechelnyk|nerubaiske|ivanivka|velykyi dalnyk|dovhe|nova maiachka|velyki komiaty|rozsoshentsi|lozuvatka|voronovytsia|kubei|bile|fontanka|kushnytsia|ahrarne|sutysky|sokilnyky|horonda|zoria|horenka|stepanivka|mykolayivka|kyrnasivka,ukraine|ukrane|kiev|kyiv|kharkiv|odesa|dnipro|dnepr|donetsk|zaporizhzhia|lviv|kryvyi rih|mykolaiv|mariupol|sevastopol|luhansk|vinnytsia|makiivka|simferopol|poltava|chernihiv|kherson|cherkasy|khmelnytskyi|zhytomyr|chernivtsi|sumy|horlivka|rivne|ivano-frankivsk|kamianske|kremenchuk|kropyvnytskyi|ternopil|lutsk|bila tserkva|kramatorsk|melitopol|sievierodonetsk|drohobych|khrustalnyi|uzhhorod|berdiansk|sloviansk|nikopol|pavlohrad|yevpatoriia|alchevsk|brovary|konotop|kamianets-podilskyi|mukacheve|uman|khartsyzk|stryi|chornomorsk|novohrad-volynskyi|myrnohrad|rovenky|myrhorod|bucha|chuhuiv|sukhodilsk|kotsyubyns’ke|kotsyubyns'ke|hostomel|vynnyky|hirnyk|karnaukhivka|lysychansk|dovzhansk|yalta|yenakiieve|bakhmut|shostka|stakhanov|berdychiv|nizhyn|kostiantynivka|izmail|novomoskovsk|kovel|smila|nova kakhovka|kalush|korosten|pokrovsk|kolomyia|boryspil|rubizhne|druzhkivka|bilhorod-dnistrovskyi|irpin|antratsyt|lozova|enerhodar|pryluky|horishni plavni|novovolynsk|shakhtarsk|okhtyrka|brianka|snizhne|marhanets|fastiv|lubny|svitlovodsk|zhovti vody|krasnodon|shepetivka|podilsk|vyshneve|romny|pokrov|volodymyr-volynskyi|vasylkiv|dubno|pervomaisk|dzhankoi|boryslav|holubivske|yasynuvata|netishyn|sambir|zhmerynka|avdiivka|kakhovka|toretsk|boyarka|voznesensk|hlukhiv|obukhiv|yuzhne|mohyliv-podilskyi|kostopil|tokmak|novoyavorovskoye|synelnykove|pervomaiskyi|alushta|khmilnyk|truskavets|chortkiv|balakliia|novyi rozdil|khust|pershotravensk|khrestivka|ternivka|vyshhorod|zolotonosha|bakhchysarai|pereyaslav-khmel’nyts’kyy|pereyaslav-khmel'nyts'kyy|sofiyivs’ka borshchahivka|sofiyivs'ka borshchahivka|perevalsk|malyn|yany kapu|saky|haisyn|vynohradiv|korostyshiv|slavutych|kaniv|selydove|zolochiv|berehove|brody|koziatyn|vilnohirsk|molodohvardiisk|znamianka|ladyzhyn|nadvirna|lyman|bilohorodka|sokal|liubotyn|kremenets|dolyna|henichesk|yahotyn|pidhorodne|balta|dolynska|kalynivka|polohy|piatykhatky|starobilsk|vovchansk|skadovsk|dniprorudne|korsun-shevchenkivskyi|amvrosiivka|svatove|bolhrad|svalyava|zvenyhorodka|vatutine|iziaslav|sudak|berezan|horodok|bilohirsk|verkhivtseve|bar|ukrainka|skvyra|yuvileine|ovruch|putyvl|ostroh|rakhiv|bohodukhiv|bilopillya|burshtyn|tulchyn|vil’nyans’k|vil'nyans'k|nyzhnia krynka|zmiiv|ochakiv|hulyaypole|radomyshl|stanytsia luhanska|orikhiv|hola prystan|zolote|lebedyn|kivertsi|zhovkva|zhashkiv|horodyshche|apostolove|talne|kaharlyk|zelenodolsk|nosivka|borodyanka|slobozhanske|vasylivka|velykodolynske|yavoriv|izium|tetiiv|rozhyshche|novhorod-siverskyi|bershad|perehinske|kamianka-dniprovska|shchastia|vakhrusheve|buchach|koriukivka|kamin-kashyrskyi|hnivan|beryslav|uzyn|bilovodsk|mykhailivka|ukrainsk|horodnia|ovidiopol|baranivka|vasylkivka|nemyriv|prymorsk|mena|mala vyska|kalmiuske|lokhvytsya|myronivka|yakymivka|snovsk|illintsi|sosnivka|zhydachiv|rokytne|hurzuf|novgorodskoye|bobrovytsia|bobrynets|manevychi|hrebinka|baryshivka|khrystynivka|ichnia|inkerman|bolekhiv|lyuboml’|lyuboml'|olevsk|ivankiv|krasnoilsk|verkhnodniprovsk|letychiv|korolevo|bilenke|oster|radyvyliv|tarashcha|borzna|shyroke|sniatyn|teplodar|sofiivka|dubove|ratne|pereshchepyne|pokrovske|zinkiv|kobeliaky|berezivka|makariv|vesele|khodoriv|bilozerka|mizhhiria|velyka dymerka|bezliudivka|pohrebyshche|nyzhnohirskyi|dubrovytsya|tysmenytsia|irshava|khotyn|masandra|velykyi bychkiv|horodenka|valky|kalanchak|obukhivka|stryzhavka|horokhiv|velyki luchky|tiachiv|kozova|uspenka|pomichna|chop|chyhyryn|monastyryshche|tlumach|ilarionove|kryzhopil|rava-rus’ka|rava-rus'ka|solotvyno|busk|barvynkove|bushtyno|andrushivka|yasinia|kosiv|yasnohirka|lypovets|deliatyn|lanivtsi|vyshkovo|mala danylivka|bohorodchany|zavodske|novi sanzhary|lysianka|kvasyliv|krasnopillya|tarutyne|manhush|yaremche|ananiv|kushuhum|semenivka|pidvolochysk|lanchyn|kozelets|artemivsk|vorzel|pivdenne|rohatyn|nemishayeve|kryve ozero|khoroshiv|trostianets|novoselytsia|dykanka|teresva|vapniarka|solone|velykyy bereznyy|romaniv|krasnokutsk|tsarychanka|rzhyshchiv|mezhova|borova|rudno|lymanske|shyriaieve|poninka|isliam-terek|kupiansk|sharhorod|petropavlivka|molochansk|piskivka|vorozhba|sosnytsia|pryvillya|tomakivka|shevchenkove|vilshany|chynadiyovo|dobroslav|bilmak|hornostaivka|oleksandrivsk|irshansk|perechyn|lityn|staryi sambir|svesa|yemilchyne|sudova vyshnya|ivanychi|pryazovske|tsuman|slatyne|bilokurakyne|dobrotvir|drabiv|halych|chervonohryhorivka|stavyshche|petropavlivs’ka borshchahivka|petropavlivs'ka borshchahivka|vinkivtsi|turbiv|velyki mosty|mahdalynivka|teplyk|blahovishchenske|hvardiys’ke|hvardiys'ke|balabyne|partenit|kehychivka|volodarka|morshyn|koreiz|murovani kurylivtsi|ozerne|bryukhovychi|verkhovyna|chernihivka|veselynove|hrebinky|dobrovelychkivka|lyubeshiv|turiys’k|turiys'k|dniprovske|oleksandriiske|dymer|chudniv|savyntsi|broshniv-osada|tomashpil|korop|nova borova|hubynykha|otyniia|nedryhayliv|stara syniava|pulyny|pechenizhyn|hoshcha|horodnytsia|pishchanka|shatsk|bratske|opishnya|komyshuvakha|pechenihy|novohuivynske|bratslav|stara vyzhivka|novomykolayivka|chemerivtsi|volovets|klavdiyevo-tarasove|kolochava|z·hurivka|z hurivka|bohdanivka|chechelnyk|nerubaiske|ivanivka|velykyi dalnyk|dovhe|nova maiachka|velyki komiaty|rozsoshentsi|lozuvatka|voronovytsia|kubei|bile|fontanka|kushnytsia|ahrarne|sutysky|sokilnyky|horonda|zoria|horenka|stepanivka|mykolayivka|kyrnasivka,ukraine,.ua,UA,UKR,,
united arab emirates|emirates|uae|dubai|sharjah|abu dhabi|al ‘ayn|al `ayn|‘ajmān|`ajman|ra’s al khaymah|ra's al khaymah|al fujayrah|umm al qaywayn|madīnat zāyid|madinat zayid|al ain|ajman|rak city|fujairah|umm al quwain|dibba al fujairah|khor fakkan,united arab emirates|emirates|uae|dubai|sharjah|abu dhabi|al ‘ayn|al `ayn|‘ajmān|`ajman|ra’s al khaymah|ra's al khaymah|al fujayrah|umm al qaywayn|madīnat zāyid|madinat zayid|al ain|ajman|rak city|fujairah|umm al quwain|dibba al fujairah|khor fakkan,united arab emirates,.ae,AE,ARE,,
